State,District,Crop_Year,Season,Crop,Area,Production,Min_Price,Max_Price,Modal_Price,Zn ,Fe,'Cu \%','Mn \%','B \%','S \%',JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
'HIMACHAL PRADESH',BILASPUR,2000,'Rabi       ',WHEAT,27588,7901,2601.302045,2851.204866,2791.111097,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2000,'Rabi       ',WHEAT,27588,7901,2601.302045,2851.204866,2791.111097,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2001,'Kharif     ',GROUNDNUT,16,5,2601.302045,2851.204866,2791.111097,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2001,'Kharif     ',GROUNDNUT,16,5,2601.302045,2851.204866,2791.111097,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2006,'Rabi       ',BARLEY,260,365,2601.302045,2851.204866,2791.111097,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2006,'Rabi       ',BARLEY,260,365,2601.302045,2851.204866,2791.111097,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2001,'Kharif     ',MAIZE,26169,68662,2601.302045,2851.204866,2791.111097,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2001,'Kharif     ',MAIZE,26169,68662,2601.302045,2851.204866,2791.111097,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2001,'Kharif     ',SOYABEAN,11,13,2601.302045,2851.204866,2791.111097,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2001,'Kharif     ',SOYABEAN,11,13,2601.302045,2851.204866,2791.111097,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2001,'Rabi       ',BARLEY,267,370,2601.302045,2851.204866,2791.111097,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2001,'Rabi       ',BARLEY,267,370,2601.302045,2851.204866,2791.111097,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2001,'Rabi       ',WHEAT,27284,50161,2601.302045,2851.204866,2791.111097,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2001,'Rabi       ',WHEAT,27284,50161,2601.302045,2851.204866,2791.111097,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2002,'Kharif     ',GROUNDNUT,2,1,2601.302045,2851.204866,2791.111097,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2002,'Kharif     ',GROUNDNUT,2,1,2601.302045,2851.204866,2791.111097,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2002,'Kharif     ',MAIZE,26739,38768,2601.302045,2851.204866,2791.111097,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2002,'Kharif     ',MAIZE,26739,38768,2601.302045,2851.204866,2791.111097,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2002,'Kharif     ',RICE,1526,675,2601.302045,2851.204866,2791.111097,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2002,'Kharif     ',RICE,1526,675,2601.302045,2851.204866,2791.111097,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2002,'Kharif     ',SOYABEAN,17,28,2601.302045,2851.204866,2791.111097,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2002,'Kharif     ',SOYABEAN,17,28,2601.302045,2851.204866,2791.111097,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2001,'Kharif     ',RICE,1773,2389,2601.302045,2851.204866,2791.111097,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2001,'Kharif     ',RICE,1773,2389,2601.302045,2851.204866,2791.111097,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2006,'Rabi       ',ONION,64,316,2000,2300,2200,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2006,'Rabi       ',ONION,64,316,2000,2300,2200,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2007,'Kharif     ',MAIZE,30985,70920,2601.302045,2851.204866,2791.111097,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2007,'Kharif     ',MAIZE,30985,70920,2601.302045,2851.204866,2791.111097,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2007,'Kharif     ',RICE,2123,4768,2601.302045,2851.204866,2791.111097,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2007,'Kharif     ',RICE,2123,4768,2601.302045,2851.204866,2791.111097,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',CHAMBA,2001,'Kharif     ',RICE,2796,3959,2601.302045,2851.204866,2791.111097,96.97,87.88,100,100,100,66.67,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',CHAMBA,2001,'Rabi       ',BARLEY,4474,6923,2601.302045,2851.204866,2791.111097,96.97,87.88,100,100,100,66.67,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',CHAMBA,2001,'Rabi       ',WHEAT,22139,37741,2601.302045,2851.204866,2791.111097,96.97,87.88,100,100,100,66.67,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',CHAMBA,2001,'Whole Year ',ONION,62,442,2300,2500,2400,96.97,87.88,100,100,100,66.67,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',CHAMBA,2002,'Kharif     ',MAIZE,28665,56269,2601.302045,2851.204866,2791.111097,96.97,87.88,100,100,100,66.67,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',CHAMBA,2002,'Kharif     ',RICE,2806,4996,2601.302045,2851.204866,2791.111097,96.97,87.88,100,100,100,66.67,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',CHAMBA,2002,'Kharif     ',SOYABEAN,1,0,2601.302045,2851.204866,2791.111097,96.97,87.88,100,100,100,66.67,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',CHAMBA,2001,'Kharif     ',MAIZE,27875,82352,2601.302045,2851.204866,2791.111097,96.97,87.88,100,100,100,66.67,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',CHAMBA,2002,'Rabi       ',BARLEY,3420,3259,2601.302045,2851.204866,2791.111097,96.97,87.88,100,100,100,66.67,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',CHAMBA,2002,'Whole Year ',ONION,79,563,2300,2500,2400,96.97,87.88,100,100,100,66.67,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',CHAMBA,2003,'Kharif     ',MAIZE,28395,86355,2601.302045,2851.204866,2791.111097,96.97,87.88,100,100,100,66.67,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',CHAMBA,2003,'Kharif     ',RICE,2710,4496,2601.302045,2851.204866,2791.111097,96.97,87.88,100,100,100,66.67,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',CHAMBA,2003,'Rabi       ',BARLEY,3477,305,2601.302045,2851.204866,2791.111097,96.97,87.88,100,100,100,66.67,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',CHAMBA,2003,'Rabi       ',WHEAT,20764,21976,2601.302045,2851.204866,2791.111097,96.97,87.88,100,100,100,66.67,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',CHAMBA,2004,'Kharif     ',MAIZE,28041,72559,2601.302045,2851.204866,2791.111097,96.97,87.88,100,100,100,66.67,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',CHAMBA,2004,'Kharif     ',RICE,2760,4193,2601.302045,2851.204866,2791.111097,96.97,87.88,100,100,100,66.67,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',CHAMBA,2002,'Rabi       ',WHEAT,19628,22906,2601.302045,2851.204866,2791.111097,96.97,87.88,100,100,100,66.67,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',CHAMBA,2004,'Rabi       ',WHEAT,20202,31049,2601.302045,2851.204866,2791.111097,96.97,87.88,100,100,100,66.67,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',CHAMBA,2000,'Rabi       ',WHEAT,20005,14088,2601.302045,2851.204866,2791.111097,96.97,87.88,100,100,100,66.67,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',CHAMBA,2000,'Kharif     ',RICE,2594,3804,2601.302045,2851.204866,2791.111097,96.97,87.88,100,100,100,66.67,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2007,'Rabi       ',BARLEY,167,198,2601.302045,2851.204866,2791.111097,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2007,'Rabi       ',BARLEY,167,198,2601.302045,2851.204866,2791.111097,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2007,'Rabi       ',ONION,70,502,2000,2300,2200,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2007,'Rabi       ',ONION,70,502,2000,2300,2200,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2007,'Rabi       ',WHEAT,27255,42245,2601.302045,2851.204866,2791.111097,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2007,'Rabi       ',WHEAT,27255,42245,2601.302045,2851.204866,2791.111097,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2008,'Kharif     ',MAIZE,26315,50879,2601.302045,2851.204866,2791.111097,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2008,'Kharif     ',MAIZE,26315,50879,2601.302045,2851.204866,2791.111097,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2008,'Kharif     ',RICE,1560,3257,2601.302045,2851.204866,2791.111097,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2008,'Kharif     ',RICE,1560,3257,2601.302045,2851.204866,2791.111097,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2008,'Kharif     ',SOYABEAN,15,21,2601.302045,2851.204866,2791.111097,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2008,'Kharif     ',SOYABEAN,15,21,2601.302045,2851.204866,2791.111097,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2008,'Rabi       ',BARLEY,183,166,2601.302045,2851.204866,2791.111097,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2008,'Rabi       ',BARLEY,183,166,2601.302045,2851.204866,2791.111097,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',CHAMBA,2000,'Rabi       ',BARLEY,4027,3410,2601.302045,2851.204866,2791.111097,96.97,87.88,100,100,100,66.67,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2008,'Rabi       ',ONION,78,558,2000,2300,2200,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2008,'Rabi       ',ONION,78,558,2000,2300,2200,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2010,'Kharif     ',MAIZE,26799,53627,2601.302045,2851.204866,2791.111097,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2010,'Kharif     ',MAIZE,26799,53627,2601.302045,2851.204866,2791.111097,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2010,'Kharif     ',RICE,1540,2956,2601.302045,2851.204866,2791.111097,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2010,'Kharif     ',RICE,1540,2956,2601.302045,2851.204866,2791.111097,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2010,'Kharif     ',SOYABEAN,8,13,2601.302045,2851.204866,2791.111097,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2010,'Kharif     ',SOYABEAN,8,13,2601.302045,2851.204866,2791.111097,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2010,'Rabi       ',BARLEY,179,258,2601.302045,2851.204866,2791.111097,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2010,'Rabi       ',BARLEY,179,258,2601.302045,2851.204866,2791.111097,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2010,'Rabi       ',ONION,84,607,2000,2300,2200,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2010,'Rabi       ',ONION,84,607,2000,2300,2200,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2010,'Rabi       ',WHEAT,26439,58842,2601.302045,2851.204866,2791.111097,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2010,'Rabi       ',WHEAT,26439,58842,2601.302045,2851.204866,2791.111097,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',CHAMBA,2000,'Kharif     ',MAIZE,24583,61721,2601.302045,2851.204866,2791.111097,96.97,87.88,100,100,100,66.67,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2008,'Rabi       ',WHEAT,26520,17496,2601.302045,2851.204866,2791.111097,74.54,96.48,98.45,93.32,86.97,88.01,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',BILASPUR,2008,'Rabi       ',WHEAT,26520,17496,2601.302045,2851.204866,2791.111097,67.45,92.95,99.71,84.7,99.83,99.77,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
'HIMACHAL PRADESH',KANGRA,2000,'Kharif     ',SOYABEAN,67,57,2601.302045,2851.204866,2791.111097,98.35,89.1,98.51,97.77,95.98,75.26,5.498726,8.95663,9.218747,14.372985,32.625949,175.631305,292.05702,256.104862,152.475689,50.284789,15.39766,3.835283,1016.465003,14.45455,56.220229,876.266849,?
